Fase,Marca,Nombre del producto,Titulo optimizado,EAN,Descripción,Beneficio (bullets),Modo de uso,Composición,Ingredientes,Textura,Tipo de piel,Categoría,Subcategoría,Presentacion,Palabras Clave
Fase 1,AVENE SOLAR,Protector Solar Avene Crema Color SPF 50+ 50ml,Protector Solar Avene Crema Color SPF 50+ 50ml,7799075000062,"

Protector solar facial spf 50 en crema con color

","Beneficios: 
Muy alta protección, antioxidante e hidratante. 
Eficaz contra el conjunto de radiaciones solares (UVB-UVA largos y cortos)
Unifica el tono de la piel
Muy Resistente al agua
","Modo de uso: 
Aplicar uniformemente sobre la piel 30 minutos antes de toda exposición solar. Renovar cada 2 horas, especialmente en exposiciones prolongadas y después de cada baño.","Composición:
Agua Termal Avène (Calma, suaviza y disminuye  la irritación), Tinosorb M
Tinosorb S, Uvasorb HEB, Parsol 1789 (Sistema Fotoprotector), Pre-tocoferil 
Pro-vitamina C (Complejo antioxidante)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE.METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). CETEARYL ISONONANOATE. DIISOPROPYL ADIPATE. ISODECYL NEOPENTANOATE. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDOTRIAZONE. ALUMINUM STARCH OCTENYLSUCCINATE. BUTYL METHOXYDIBENZOYLMETHANE.POTASSIUM CETYL PHOSPHATE. TITANIUM DIOXIDE (CI 77891). OCTYLDODECANOL. DECYL GLUCOSIDE. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BENZOIC ACID.CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DISODIUM EDTA. FRAGRANCE (PARFUM).GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. GLYCERYL LAURATE. HYDROGENATED PALM GLYCERIDES. HYDROGENATED PALM KERNEL GLYCERIDES. IRON OXIDES (CI 77492) (CI 77491) (CI77499). PROPYLENE GLYCOL. SILICA. SODIUM HYDROXIDE. SODIUM MYRISTOYL GLUTAMATE.TALC. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM.",Textura: Crema,Apto para pieles sensibles a secas.,,,Presentacion: 50 ml,*Protección Solar *Cuidado Facial *Rostro *Crema Solar *Protector con Color *Alta protección *Piel Seca *Piel Sensible *Protector *Maquillaje  *Corrector
Fase 1,AVENE SOLAR,Protector Solar Avene con Color Mat Perfect SPF 50+ 50ml,Protector Solar Avene con Color Mat Perfect SPF 50+ 50ml,7799075000024,"
Protector solar spf 50 facial fluido toque seco con color","Beneficios: 
Matificante y seborregulador
Rápida absorción. 
Unifica el tono de la piel
Muy resistente al agua. ","Modo de uso: 
Aplicar uniformemente sobre el rostro y el cuello 30 minutos antes de toda exposición solar. Renovar cada 2 horas, especialmente en exposiciones prolongadas y después de cada baño.","Composición:
Agua Termal Avène (calma, suaviza y disminuye 
la irritación), Pre-tocoferil y Pro-vitamina C (complejo antioxidante), Tinosorb M, Tinosorb S, Uvasorb HEB, Parsol 1789 (sistema fotoprotector)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. SILICA. DIISOPROPYL ADIPATE. ALUMINUM STARCH OCTENYLSUCCINATE. BUTYL METHOXYDIBENZOYLMETHANE. C10-18 TRIGLYCERIDES. MICA. TITANIUM DIOXIDE (CI 77891). DECYL GLUCOSIDE. 1,2-HEXANEDIOL. GLYCERYL STEARATE. PEG-100 STEARATE. POTASSIUM CETYL PHOSPHATE. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. ASCORBYL GLUCOSIDE. BENZOIC ACID. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. IRON OXIDES (CI 77492). IRON OXIDES (CI 77491). IRON OXIDES (CI 77499). OXOTHIAZOLIDINE. PROPYLENE GLYCOL. SODIUM BENZOATE. SODIUM HYDROXIDE. STEARYL ALCOHOL. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM.",Textura: Ultra fluida y ligera. Oil free,Apto para pieles mixtas a grasas,,,Presentacion: 50 ml,*Protección Solar *Cuidado Facial *Rostro  *Crema Solar *Alta protección *Protector con Color  *Piel Sensible *Piel grasa *Fluido *Mat Perfect *Mate *protector *Toque seco *Antibrillo *Maquillaje *Corrector
Fase 1,AVENE SOLAR,Protector Solar Avene Compacto Arena SPF 50+ 10gr,Protector Solar Avene Compacto Arena SPF 50+ 10gr,7798095415207,"
Protector solar spf 50 facial sin filtros quimicos efecto maquillaje","Beneficios:
Protege eficazmente de la radiación UVA-UVB gracias a su pantalla 100% mineral.
Efecto calmante y desensibilizante. 
Libre de perfumes y filtros químicos. 
Unifica el tono de la piel
Muy resistente al agua. 
Previene el daño producido por los radicales libres. 
","Modo de uso: 
Antes de toda exposición al sol, aplicar uniformemente en el rostro y cuello con ayuda de la esponja aplicadora dando ligeros toques. Difuminar desde el interior hacia el exterior del rostro. Renovar con frecuencia la aplicación en caso de exposición prolongada.","Composición:
Agua Termal Avène (calma, suaviza y disminuye la irritación), Dióxido de titanio (pantalla mineral), Óxido de zin (pigmento) y Pre-tocoferil (anti-oxidante)","Ingredientes:
DIMETHICONE. TITANIUM DIOXIDE [NANO]. HYDROGENATED POLYISOBUTENE. TITANIUM DIOXIDE (CI 77891). PHENYL TRIMETHICONE. ISODECYL NEOPENTANOATE. ZINC OXIDE [NANO]. SQUALANE. TALC. ETHYLHEXYL HYDROXYSTEARATE. POLYETHYLENE. IRON OXIDES (CI 77492) (CI 77491) (CI 77499). POLYMETHYL METHACRYLATE. SILICA. POLYGLYCERYL-3 DIISOSTEARATE. ALUMINA. STEARIC ACID. AVENE THERMAL SPRING WATER (AVENE AQUA). BEESWAX (CERA ALBA). BHT. CAPRYLIC/CAPRIC TRIGLYCERIDE. MICROCRYSTALLINE WAX (CERA MICROCRISTALLINA). PHENOXYETHANOL. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. TRIETHOXYCAPRYLYLSILANE. WATER (AQUA)",Textura: crema compacta,Apto para pieles sensibles a intolerantes,,,Presentacion: 10 ml,*Protección Solar *Cuidado Facial *Rostro *Maquillaje  *Protector con Color *Alta protección *Pieles Intolerantes *Compacto *Protector *Maquillaje  *Corrector
Fase 1,AVENE SOLAR,Protector Solar Avene Ultra Mat SPF 50+ 50ml,Protector Solar Avene Ultra Mat SPF 50+ 50ml,7799075000017,"
Protector solar spf 50 fluido toque seco","Beneficios: 
Matificante y seborregulador
Rápida absorción. 
Muy resistente al agua. ","Modo de uso: 
Aplicar uniformemente sobre la piel 30 minutos antes de toda exposición solar. Renovar cada 2 horas, especialmente en exposiciones prolongadas y después de cada baño.","Composición:
Agua Termal Avène (calma, suaviza y disminuye 
la irritación), Pre-tocoferil y Pro-vitamina C (complejo antioxidante), Tinosorb M, Tinosorb S, Uvasorb HEB, Parsol 1789 (sistema fotoprotector) y Monolaurina (seborregulador)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). DIISOPROPYL ADIPATE. ISODECYL NEOPENTANOATE. SILICA. DICAPRYLYL CARBONATE. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. ALUMINUM STARCH OCTENYLSUCCINATE.  BUTYL ETHOXYDIBENZOYLMETHANE. POTASSIUM CETYL PHOSPHATE. DECYL GLUCOSIDE. 1,2-HEXANEDIOL. C10-18 TRIGLYCERIDES. VP/EICOSENE COPOLYMER. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BENZOIC ACID. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. GLYCERYL STEARATE. OXOTHIAZOLIDINE. PEG-100 STEARATE. PROPYLENE GLYCOL. SODIUM BENZOATE. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM.",Textura: Ultra fluida y ligera. Oil free,Apto para pieles mixtas a grasas,,,Presentacion: 50 ml,*Protección Solar *Cuidado Facial *Rostro *Crema Solar *Alta protección *Pieles Grasas *Fluido *Ultra Mat *Efecto Mat *Mate *Protector *Toque Seco *Antibrillo
Fase 2,AVENE SOLAR,Protector Solar Avene Leche para Niños SPF 50+ 250ml,Protector Solar Avene Leche para Niños SPF 50+ 250ml,7798095418970,"
Protector solar spf 50 para la piel sensible del rostro y cuerpo de niños","Beneficios: 
Eficaz contra UVB-UVA largos y cortos
Previene el daño producido por los radicales libres
Efecto barrera anti-agresión
Tecnología Swop
Sin perfume
Protección reforzada 
Muy resistente al agua
Indicado para niños+ a 3 años","Modo de uso: 
Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Agua Termal Avène (calma, suaviza y disminuye la irritación), Tinosorb M, Tinosorb S, Uvasorb HEB (sistema fotoprotector), Pre-tocoferil + Thialidina (complejo antioxidante reforzado), Glicerina vegetal (Hidratante)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). GLYCERIN. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. DIISOPROPYL ADIPATE. BUTYL METHOXYDIBENZOYLMETHANE. CETEARYL ISONONANOATE. LAURYL GLUCOSIDE. POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE. DECYL GLUCOSIDE. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. CITRIC ACID. DISODIUM EDTA. GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. HYDROGENATED PALM GLYCERIDES. HYDROGENATED PALM KERNEL GLYCERIDES. POLYACRYLATE-13. POLYISOBUTENE. POLYSORBATE 20. PROPYLENE GLYCOL. SORBITAN ISOSTEARATE. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM.",Textura: Leche,Apto para todo tipo de piel,,,Presentacion: 250 ml,*Protector Solar para niños *Protector solar infantil* Alta protección *Fotoprotector *FPS * UV*
Fase 2,AVENE SOLAR,Protector Solar Avene Fluido Sport SPF 50+ 100ml,Protector Solar Avene Fluido Sport SPF 50+ 100ml,7799075000819,"
Protector solar spf 50 facial y corporal especialmente creado para la  piel del deportista","Beneficios: 
Muy alta protección ideal para deportistas que buscan un protector solar ligero, resistente al agua y al sudor.
Rostro y cuerpo
Sin efecto blanco
No pica los ojos","Modo de uso:
 Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Agua Termal Avène (calma, suaviza y disminuye la irritación),  Tinosorb M, Tinosorb S, Uvasorb HEB, Parsol 1789 (sistema fotoprotector), Pre-tocoferil y Protaurina (Complejo Antioxidante), Glicerina de origen vegetal (Hidratante)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). GLYCERIN. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. DIISOPROPYL ADIPATE. BUTYL METHOXYDIBENZOYLMETHANE. CETEARYL ISONONANOATE. SILICA. LAURYL GLUCOSIDE. POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE. DECYL GLUCOSIDE. C10-18 TRIGLYCERIDES. TRIMETHYLPENTANEDIOL/ADIPIC ACID/GLYCERIN CROSSPOLYMER. BENZOIC ACID. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. CITRIC ACID. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. 4. OXOTHIAZOLIDINE. POTASSIUM CETYL PHOSPHATE. PROPYLENE GLYCOL. SODIUM BENZOATE. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM",Textura: Ultra ligera,Apto para todo tipo de piel,,,Presentacion: 100 ml,*Protector Solar *Cuidado Facial *Rostro *Alta protección *Protector solar facial *Sport *Máxima protección *Resistente al agua *Resistente al sudor *Fotoprotector *Textura fluida
Fase 2,AVENE SOLAR,Crema Post Solar Avene Reparadora en Spray 400ml,Crema Post Solar Avene Reparadora en Spray 400ml,7798095415764,"
Reparador post solar que alivia e hidrata la piel después de la exposición al sol. Ayuda a prolongar el bronceado. Ideal para toda la familia.","Beneficios: 
Ideal para evitar la descamación.
Proporciona una sensación de confort a las pieles
sensibles que han sido expuestas al sol.
Con textura ligera de rápida absorción.
Hidrata la piel y prolonga el bronceado.
Para toda la familia, niños a partir de 3 años.","Modo de uso: 
Después de toda exposición al sol, aplicar uniformemente sobre la piel de rostro y cuerpo, de preferencia después del baño","Composición:
Agua Termal Avène (calma, suaviza y disminuye la irritación), Pre-tocoferil (antioxidante), Ácido glicirretínico (antinflamatorio), Glicerina, glicol (hidratante), Aceite de Cártamo (emoliente)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). PEG-4. CYCLOMETHICONE. SORBITAN STEARATE. CAPRYLIC/CAPRIC TRIGLYCERIDE. MINERAL OIL (PARAFFINUM LIQUIDUM). CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL (CARTHAMUS TINCTORIUS SEED OIL).1,2-HEXANEDIOL. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BETA-SITOSTEROL. CAPRYLYL GLYCOL. DIMETHICONOL. FRAGRANCE (PARFUM). GLYCINE SOJA (SOYBEAN) SEED EXTRACT (GLYCINE SOJA SEED EXTRACT). GLYCYRRHETINIC ACID. HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER. ISOHEXADECANE. PEG-32. PEG-400. PEG-45 PALM KERNEL GLYCERIDES. POLYSORBATE 60. SODIUM HYDROXIDE. SORBIC ACID. SORBITAN ISOSTEARATE. SUCROSE COCOATE.TOCOPHERYL GLUCOSIDE. WATER (AQUA). XANTHAN GUM.",Textura: fluida ligeramente perfumada,Apto para todo tipo de piel,,,Presentacion: 400 ml,*Crema post solar *Crema reparadora post solar *Hidratante *Humectante *Bronceado *Descamación *Piel sensible *Textura ligera
Fase 2,AVENE SOLAR,Protector Solar Avene Leche SPF 50+ 100ml,Protector Solar Avene Leche SPF 50+ 100ml,7798095415290,"
Protector solar spf 50 para todo tipo de piel del rostro y cuerpo. 
","Beneficios:
Protege eficazmente de la radiación UV.
Previene el daño producido por los radicales libres.
Textura hydraprotectora, fluida y ligera.
Brinda hidratación por 6 horas 
Muy resistente al agua","Modo de uso: 
Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Agua Termal Avène Calma, suaviza y disminuye la irritación), Tinosorb M, Tinosorb S, Uvasorb HEB, Parsol 1789 (sistema fotoprotector), Pre-tocoferil + Thialidina (complejo antioxidante), Glicerina vegetal (Hidratante)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). GLYCERIN. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. SILICA. DIISOPROPYL ADIPATE. BUTYL METHOXYDIBENZOYLMETHANE. CETEARYL ISONONANOATE. LAURYL GLUCOSIDE. POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE. DECYL GLUCOSIDE. C10-18 TRIGLYCERIDES.TRIMETHYLPENTANEDIOL/ADIPIC ACID/GLYCERIN CROSSPOLYMER. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BENZOIC ACID. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. CITRIC ACID. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. OXOTHIAZOLIDINE. POTASSIUM CETYL PHOSPHATE. PROPYLENE GLYCOL. SODIUM BENZOATE. SODIUM HYDROXIDE. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM.",Textura: fluida y ligera,Apto para todo tipo de piel,,,Presentacion: 100 ml,*Protector Solar *Protección solar facial *Protección solar corporal *Fotoprotector *Resistente al agua *FPS *UV *Textura fluida *Textura ligera *Hidratación *Alta protección
Fase 2,AVENE SOLAR,Protector Solar Avene Aqua-Fluido Color Mat-Perfect SPF 30+ 50ml,Protector Solar Avene Aqua-Fluido Color Mat-Perfect SPF 30+ 50ml,7798095419991,"
Protector solar spf 30 facial con color
","
Beneficios:
Efecto matificante y seborregulador
Efecto ""piel desnuda""
Antioxidante

","Modo de uso: 
Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Agua Termal Avène Calma, suaviza y disminuye la irritación), Tinosorb M, Tinosorb S, Uvasorb HEB, Parsol 1789 (sistema fotoprotector), Pre-tocoferil + Thialidina (complejo antioxidante)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. SILICA. DIISOPROPYL ADIPATE. ALUMINUM STARCH OCTENYLSUCCINATE. BUTYL METHOXYDIBENZOYLMETHANE. C10-18 TRIGLYCERIDES. MICA. TITANIUM DIOXIDE (CI 77891). DECYL GLUCOSIDE. 1,2-HEXANEDIOL. GLYCERYL STEARATE. PEG-100 STEARATE. POTASSIUM CETYL PHOSPHATE. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. ASCORBYL GLUCOSIDE. BENZOIC ACID. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. IRON OXIDES (CI 77492). IRON OXIDES (CI 77491). IRON OXIDES (CI 77499). OXOTHIAZOLIDINE. PROPYLENE GLYCOL. SODIUM BENZOATE. SODIUM HYDROXIDE. STEARYL ALCOHOL. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM.",Textura: Ultra fluida y ligera. Oil free,Apto para todo tipo de piel,,,Presentacion: 50ml,*Protector Solar *Protección solar facial *Fotoprotector *FPS *UV *Alta protección *Textura ligera *Piel mixta *Piel grasa *Piel sensible *Mate *Matificante *Seborregulador *Tacto seco
Fase 2,AVENE SOLAR,Protector Solar Avene Aqua-Fluido Ultra-Mat SPF 30+ 50ml,Protector Solar Avene Aqua-Fluido Ultra-Mat SPF 30+ 50ml,7798095419984,"
Protector solar spf 30 facial fluido","
Beneficios:
Efecto matificante y seborregulador
Efecto ""piel desnuda""
Antioxidante

","Modo de uso: 
Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Agua Termal Avène Calma, suaviza y disminuye la irritación), Tinosorb M, Tinosorb S, Uvasorb HEB, Parsol 1789 (sistema fotoprotector), Pre-tocoferil + Thialidina (complejo antioxidante), Monolaurina (seborregulador)","Ingredientes:
 AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). DIISOPROPYL ADIPATE. ISODECYL NEOPENTANOATE. SILICA. DICAPRYLYL CARBONATE. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. ALUMINUM STARCH OCTENYLSUCCINATE.  BUTYL ETHOXYDIBENZOYLMETHANE. POTASSIUM CETYL PHOSPHATE. DECYL GLUCOSIDE. 1,2-HEXANEDIOL. C10-18 TRIGLYCERIDES. VP/EICOSENE COPOLYMER. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BENZOIC ACID. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. GLYCERYL STEARATE. OXOTHIAZOLIDINE. PEG-100 STEARATE. PROPYLENE GLYCOL. SODIUM BENZOATE. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM.",Textura: Ultra fluida y ligera. Oil free,Apto para todo tipo de piel,,,Presentacion: 50ml,*Protector Solar *Protección solar facial *Fotoprotector *FPS *UV *Alta protección *Textura ligera *Piel mixta *Piel grasa *Piel sensible *Mate *Matificante *Seborregulador *Tacto seco
Fase 3,AVENE SOLAR,Protector Solar Avene Stick SPF 50+ 8gr,Protector Solar Avene Stick SPF 50+ 8gr,7798095415320,"
Protector solar spf 50 para cicatrices y pieles sensibles localizadas  (orejas, nariz, manchas, etc).","Beneficios:
Ideal para proteger zonas sensibles localizadas y cicatrices
Textura invisible y no grasa.
Muy resistente al agua
Previene el daño producido por los radicales libres","Modo de uso: 
Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Sistema de filtros (Sistema de filtros estables para una protección UVB-UVA muy amplia) y Provitamina E + Tialidina (Un activo patentado de Pierre Fabre Dermocosmetics. Una forma estable de vitamina E. Combate el estrés oxidativo evitando la formación de radicales libres y la oxidación del ADN)
","Ingredientes:
OCTYLDODECANOL. POLYETHYLENE. BUTYLENE GLYCOL COCOATE. HYDROGENATED MICROCRYSTALLINE WAX. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE. DIETHYLHEXYL BUTAMIDO TRIAZONE. BUTYL METHOXYDIBENZOYLMETHANE. ETHYLHEXYL SALICYLATE. BEESWAX (CERA ALBA). HYDROGENATED CASTOR OIL. AVENE THERMAL SPRING WATER (AVENE AQUA). ALUMINUM HYDROXIDE. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. DISODIUM STEAROYL GLUTAMATE. METHYL METHACRYLATE CROSSPOLYMER. OXOTHIAZOLIDINE. SACCHARIN. SODIUM BENZOATE. TITANIUM DIOXIDE (CI 77891). TOCOPHERYL GLUCOSIDE. WATER (AQUA)",Textura: en barra,Apto para todo tipo de piel,,,Presentacion: 8 gr,*Protector Solar *Fotoprotector *FPS *UV *Alta protección *Piel sensible *Cicatrices *Zonas sensibles *Textura invisible *Resistente al agua *Stick
Fase 3,AVENE SOLAR,Protector Solar Avene Crema Mineral SPF 50+ 50ml,Protector Solar Avene Crema Mineral SPF 50+ 50ml,7798095415344,"
Protector solar spf 50 sin filtros quimicos especialmente pensado para pieles sensibles e pieles intolerantes ","Beneficios:
Protege eficazmente de la radiación UV gracias a su
pantalla 100% mineral
Aporta una tolerancia total de uso por estar libre de
perfumes y filtros químicos 
Muy resistente al agua
Previene el daño producido por los radicales libres","Modo de uso:
Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Filtro solar mineral (Ti02) y Provitamina E (Potente antioxidante fotoestable), Dioxido de Titanio (pantalla mineral)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). TITANIUM DIOXIDE [NANO]. ISODECYL NEOPENTANOATE. TRIETHYLHEXANOIN. C12-15 ALKYL BENZOATE. GLYCERIN. CYCLOPENTASILOXANE. POLYGLYCERYL-4 ISOSTEARATE. ALUMINA. CETYL PEG/PPG-10/1 DIMETHICONE. HEXYL LAURATE. C30-45 ALKYL METHICONE. STEARIC ACID. CYCLOHEXASILOXANE. C30-45 OLEFIN. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DISODIUM EDTA. IRON OXIDES (CI 77492). (CI 77491). OCTYLDODECANOL. PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE. SILICA DIMETHYL SILYLATE [NANO]. SILK AMINO ACIDS. SODIUM CHLORIDE. SORBIC ACID. TALC. TITANIUM DIOXIDE (CI 77891). TOCOPHERYL GLUCOSIDE. WATER (AQUA). XANTHAN GUM
",Textura: crema,Apto para pieles sensibles a intolerantes,,,Presentacion: 50ml,*Protector Solar *Protección solar facial *Fotoprotector *FPS *UV *Alta protección *Piel sensible *Piel intolerante *Cicatrices *Mineral *Resistente al agua
